41f73ef5	专利,程序,美国,美国专利,研究	NORM,NORM,NEG,NEG,NORM
85c7098c	世界,吉尼斯	POS,POS
54e98041	谢霆锋,王菲,男朋友	POS,POS,POS
43009bc5	乔迁之喜,集团,阳春	POS,POS,POS
6066b3ea	日本,抗日剧,八路军	POS,POS,POS
5cbe319f	美国,四星,特朗普,私生活,警车	NEG,POS,NEG,POS,NORM
f72d8761	歼10b,眼镜蛇,中国,歼10	NEG,NEG,NEG,POS
c283bce3	加大	NORM
f28ce6e6	中国,日本,专家,国宝,中国大妈,瓷器	POS,POS,POS,POS,POS,POS
5eef3268	小昭,倚天屠龙记,美人鱼	POS,POS,NORM
f8672018	苏明成,苏明玉,朱丽,都挺好,姚晨	POS,POS,POS,POS,POS
a0102a4c	中消协,3·15消费者权益日,消费者权益日	POS,POS,POS
89c0a8f3	原因,白蛇	NORM,NORM
d8df1383	微信,赌场,钟祥市	NEG,NORM,POS
2ef6d864	原油,行情,黄金	POS,NORM,NORM
144a9b36	苹果,airpods,无线充电	NORM,NORM,NORM
a6e503da	微盟集团,财报	POS,POS
5e707ca7	股权,江西丰林投资开发有限公司	NORM,NORM
191fbff3	小丑,菲尼克斯,新剧照	POS,POS,POS
ba5b9f16	行情,大鹏,比特币	NORM,POS,NORM
d4b311dc	携号转网,工信部,运营商,机号,手机号	POS,NORM,NORM,POS,NORM
1dd3962d	钱币,纸币	NORM,NORM
bed09149	雍正,齐妃,皇后	POS,NORM,NORM
41269f54	app,android,系统	NORM,NORM,NORM
9fbb8b02	日本,美国,中国,海沟	NEG,NEG,NEG,NEG
08669ec8	运载火箭,spacex	POS,POS
94a0a203	倚天屠龙记	POS
1ff6c386	反贪风暴4,反贪,反贪风暴	POS,NORM,POS
3d4e8f5c	云桌面,厂家,解决方案	NORM,NORM,NORM
b4aa0f51	华龙一号,工程,核电站,电站	POS,POS,NORM,POS
359c3a75	回家的诱惑,洪世贤	POS,POS
760dd230	朱一龙,小笼包,商业价值,明星	POS,POS,POS,POS
7229d76a	瑞声科技,江苏省政协,南京大学	POS,POS,POS
b71da67f	vivo,vivox27	POS,POS
397d59b2	周芷若,新倚天,大婚	NEG,NORM,NORM
43403b14	市值,纸币,人民币	NORM,NORM,NORM
fe3fcc96	一加7,概念机	POS,POS
a1eaf702	电子,生活,围栏	NORM,NORM,NORM
030102cc	价格,纸币,人民币	NORM,NORM,POS
026e5ca2	紫光集团,赵伟国,陈敏尔,唐良智,市委,董事长	POS,POS,POS,POS,POS,POS
dafd44fd	倚天,新倚天屠龙记,亲妈,金庸	POS,POS,POS,POS
98d9649f	苹果,汽车,特斯拉,设计师,中国	NEG,NORM,NORM,POS,POS
a64ae548	e成科技,c轮融资,提供商	POS,POS,POS
c0bbaff5	谢建华,农业农村部,主任,中心	POS,POS,POS,POS
0143d7aa	产品,信平电子变压器,隔离变压器产品	NORM,NORM,NORM
af02256c	one,xboxones,微软,无光驱版	POS,POS,POS,POS
59c126f2	纸币	NORM
3a028377	崔始源,彭于晏,刘雯	POS,POS,POS
31e19453	立柱,护栏板,高度,安装,高速公路	NORM,NORM,NORM,NORM,NORM
c088f8e8	刘恺威,杨幂	NEG,POS
d649f4db	张天爱,杂志	POS,POS
90ec8130	e交易,战略,合作,孟文	POS,POS,POS,POS
98289c4f	刘昆,民生,税费	POS,POS,NORM
9d8d766a	美股,a股,琼斯,指数,道琼斯,市场	NEG,NORM,NEG,NORM,NEG,NORM
eae37f9e	易纲,金融机构,央行	POS,POS,POS
5a622b2f	美股,集体,股指,三大股指	POS,POS,NORM,NORM
a25656e9	总局,所得税,app,国家税务总局	NORM,NORM,NORM,NORM
7001dc28	平台	POS
945151cd	管虎,我和我的祖国,陈凯歌,献礼影片	POS,POS,POS,POS
3002879a	消费,河南,排名	POS,POS,POS
dd724d9a	豪宅,鸡翅	POS,NORM
bc326512	财富,寻租,斯蒂格利茨,哥伦比亚大学,教授,诺贝尔经济学奖,哥伦比亚	POS,NORM,POS,POS,POS,POS,NORM
08a51d81	包文婧,女人味	POS,POS
fe2b5460	张翰,张家辉,催眠裁决	POS,POS,POS
ea969614	余额,融资,融资余额	POS,NORM,POS
d9a90003	研究员,壹贝晨报,投资者	POS,NORM,NORM
e0a95f79	华为,平板	POS,NORM
b2f2182b	民宿,租金,情怀,商业,房价	POS,NORM,NORM,NORM,NORM
623168a4	iris,irs	NORM,NORM
60f3327a	市场,市场前景	NORM,NORM
7cd03c32	行情,平银转债,可转债,研究	NORM,POS,NORM,NORM
03625081	中国音乐	POS
b233bdd7	特斯拉,马斯克,股东,庞氏骗局,腾讯科技	POS,NEG,NORM,NEG,POS
a26309d0	达里奥,中国	POS,POS
1de9c672	工业,证监会,科创板,股市,申报,早盘,上市企业	NORM,NORM,NORM,NORM,NORM,NORM,NORM
9b44e061	搞笑一家人,都挺好,电视剧	POS,POS,NORM
a464d108	宝洁	POS
add0d58f	企业,科创板,上交所,受理企业,名单	POS,POS,POS,NORM,NORM
d497f030	供应链,金融,互联网	NORM,NORM,NORM
6f29e9fa	河北,三农,日报,社交电商,运营模式	NORM,POS,NORM,NORM,NORM
70ab65d5	互金公司,利润,金融科技	POS,POS,NORM
77558ed1	任贤齐,梅艳芳,台湾,李宗盛,巨星,罗大佑,叛逆	POS,POS,POS,POS,POS,POS,POS
41e0a267	信托,南京丰盛集团	NEG,NEG
c9c1b81c	比悲伤,策略	POS,POS
628c9cbd	周润发,周润,明星,许文强,马哥	POS,POS,POS,POS,POS
b3a26b76	2b法则,神秘面纱	NORM,NORM
95fb951d	增值税,湖南	NORM,NORM
b8ddb5ca	物联网,人工智能,智能家居	POS,POS,POS
2866d8bf	一体化无人值守泵站	NORM
6904bd8f	珍藏版,策略,盈利	NORM,NORM,NORM
ca3f2d23	美国,a股,楼市	NEG,NORM,NORM
f116ef60	增值税,税率	NORM,NORM
d3630ad4	红岭,红岭创投,创投,清盘,周世平	POS,POS,POS,NORM,POS
50c3dd73	行贿,中介,投融资	POS,POS,NORM
bb858728	都挺好,演员	POS,NORM
688ad259	中国,历史性	POS,POS
0923740a	王祖贤,天王巨星	POS,POS
0e8f5dcd	苏大强,陈坤	NEG,POS
370339a7	限竞房,共产房,烫手山芋,山芋	NORM,NORM,NORM,POS
850934af	亚马逊,新功能	NORM,POS
36192e94	网约货运,货运	NEG,NORM
c2172410	充电器,zmi	NORM,NORM
c77acde7	信用卡,收益,入门,dlb	NORM,NORM,POS,NORM
5ca7f007	经济,贷款,贷款需求,央行	NORM,NORM,NORM,POS
98d27216	美联储,特朗普,曼昆,理事	NEG,NEG,NEG,NEG
d458ec80	日本,普惠,中国,优惠,普惠制关税	POS,NORM,POS,POS,POS
32a37c61	猪价,地方,智农通	NORM,NORM,NORM
4a85abc7	美股,a股,美联储	NEG,NORM,POS
1f923697	保险,粮油,建议	NORM,NORM,NORM
ac6e7d09	品牌,石油,天然气	NORM,NORM,POS
c2fcd248	穷人思维	POS
4a976b35	雷军,赌局,董明珠	POS,POS,POS
0195a497	废钢,美国,钢铁,周期,钢铁行业	NORM,NEG,NORM,NORM,POS
80d86b2d	广告,单银幕,美国	NORM,POS,NEG
15a6b851	罗技,办公鼠标	POS,NORM
1d87bc64	股票,市场,牛市	NORM,NORM,NORM
4efabb4d	reits,公募,公募reits,长租公寓	POS,POS,POS,POS
17d71a04	c位,哈弗	NORM,POS
19142728	爱奇艺,vip,会员,青春有你,大厂男孩,福利	POS,POS,POS,POS,POS,POS
682d8e65	led,行业,洲明科技,led行业	NORM,POS,POS,POS
23dc5adc	电影,飞机,案子	NORM,NORM,NORM
88edba1c	人工智能,医疗ai行业	POS,POS
1d2ec37b	粤港澳大湾区,米宅	POS,POS
fcc0fcac	赵雅芝	POS
921d64e0	中信证券,科创板	POS,POS
23b073de	英国,脱欧,连续剧	NEG,NEG,NEG
56fe1d00	用户交互,阿圈,实例	NORM,NORM,NORM
b641c1de	客户,企业,产品	NORM,NORM,NORM
042d0b79	试点,4+7,降价,带量	POS,POS,POS,POS
8d1a967a	微盟,微盟集团,服务,利润,财报,上市	POS,POS,POS,POS,POS,POS
b6d278a9	墨仓,brother,内置墨仓,新品	POS,POS,POS,POS
23d2b706	小鸣,共享单车,产线	POS,POS,POS
3328b4ae	黎姿,ceo,娱乐圈	POS,NORM,NORM
7a64f9c3	a股,50etf,沪指	POS,POS,POS
768fcc70	happyeasygo,ota,newseed,b轮融资	POS,POS,POS,POS
d54d4cce	产品	POS
7b4dc4a3	发动机,应用,积累	NORM,NORM,NORM
57b27416	app,外卖行业	POS,POS
0a969045	都挺好,百度,数据,天团	POS,POS,POS,POS
a17b8751	信达,信达看盘	POS,POS
60af6449	互联网人,保费	NEG,NORM
17efb887	电影,老师·好,票房,于谦,张栾	POS,POS,POS,POS,POS
987a0204	坦克,挑战者,挑战者-2,主战坦克,英国,英军,延寿	NEG,NORM,POS,NORM,NEG,NEG,NORM
276fdc75	ip衍生品,新模式	POS,POS
9ac8b35e	辞职信,新环境,员工	POS,POS,NORM
0b9287e7	阿美,放羊的星星,魏晨,阿星	NEG,POS,POS,POS
b5bf161b	产品,简介	NORM,NORM
99248700	地方,上海江南造船厂	POS,POS
ec384035	陈雪凝,林忆莲,蒙太奇,李想evelyn,李想,绿色	POS,POS,POS,POS,POS,POS
ab2a0970	韩国瑜,港澳,高雄,抹红	NEG,NEG,POS,NEG
f3e243ef	中国太保,nbv,华泰金融	POS,POS,POS
fba49569	现货报价,现货	NORM,NORM
ca0448c2	李克勤,rabbitc	POS,POS
d7bcb344	杨莅,老板	POS,NORM
448f0e07	餐厅,经营,餐饮店,人人	NORM,NORM,NORM,NORM
bbaed946	爱情,女人,朱亚文,张雨绮,综艺节目	NORM,NORM,POS,POS,NORM
8eb27a8d	梅根,凯特,怀孕,哈里,乔治,哈里王子,梅根·马克尔,梅根·	POS,POS,NORM,POS,POS,POS,POS,POS
ca9b71c1	民参军,途径,军民融合,好处	NORM,NORM,POS,POS
35b91fe6	北约,华盛顿,前路	POS,POS,POS
cfa9376f	俄罗斯,地球,大国	NEG,POS,POS
bbbcf53a	欧元,价格,数据,德法数据,德法	NEG,NEG,NEG,POS,NEG
b532f935	苏大强,编剧,网友,洗白	NEG,NEG,NEG,NORM
67c6eb3c	ipo,上交所,科创板,发审委	POS,POS,POS,POS
ed471d52	美国,土耳其,s-400,杂志,国家利益	NEG,POS,NEG,POS,POS
2fb17472	彭思文,歌手,爱情,凡人	POS,POS,POS,POS
2679572d	每日互动,a股,创业板,a股创业板	POS,POS,POS,POS
30a92cc8	黑马股,技巧	NORM,NORM
0bf24279	波音,737max,飞机	NEG,NEG,NEG
1ca92b83	徐州,公司,上市公司,徐州市,a股	POS,POS,NORM,POS,NORM
50238c7f	reno,oppo,网友,副总裁	POS,POS,NORM,NORM
fbbbe397	中小盘,成长股,长股	POS,POS,NORM
db978b06	动力煤,煤炭,空间,高价	POS,NORM,NORM,NORM
fd68cc9b	华为p30,后置四摄,渐变色	POS,POS,POS
e6063ba5	养老金,退休人员,生活水平	POS,NORM,NORM
c876a69b	长飞光纤光缆,净利	POS,POS
5726673d	tvb,年轻	POS,POS
77f28f93	吴昕,我家那闺女,网友	POS,POS,NORM
7a5c5462	火星,金星,航天	POS,POS,POS
4db69c33	wbf,巨舰,bd	POS,POS,POS
79bbc4ea	智慧水务	POS
e7317025	太阳,地球,太阳系,科学家,生命	NORM,POS,POS,POS,NORM
734f8e7c	珠三角,楼市	POS,NORM
f2858115	肖申克的救赎,肖申克,监狱	POS,POS,NORM
e52f2ef1	巴基斯坦,美国,铁路	NEG,NEG,NEG
51a44e0f	驾照,易烊千玺,爱豆	POS,POS,POS
c7e568ef	何以笙箫默	POS
20679086	火星,生命,真菌,美国宇航局,照片,好奇号	POS,NORM,NORM,POS,POS,POS
bd7bcbe6	马杜罗,委内瑞拉	NEG,NEG
fa7e503e	vivo,iqoo	POS,POS
e2c1377b	变频器,485,天拓,刘师傅,讲堂	NORM,POS,POS,POS,POS
044b8d9b	养老金,老金	POS,NORM
12fcef2f	命中注定我爱你,梁洁,邢昭林	POS,POS,POS
a81ae4c8	叶禹含,玛丽学园,英琦	POS,POS,POS
ee714827	阿萨姆,事会	POS,POS
f1d8de68	王艳,琼瑶,王牌对王牌,还珠格格	POS,POS,POS,POS
992ce0ff	通俄,特朗普,美国,竞选团队,司法部	NORM,NEG,NEG,NORM,POS
4f3340ca	退休人员,企业,养老金,事业单位,基本养老金	POS,POS,NORM,POS,POS
a4beefef	陈浩民,蒋丽莎	POS,POS
f013ec87	娱乐圈	NORM
0e1c2738	孙安可,金庸,江湖	POS,POS,POS
920bab1a	红岭创投,周世平	POS,POS
c24e6e6a	五一,板块,五一假期	POS,POS,POS
02c2a5e0	科恒股份	POS
0af3ed0f	原理,产品	NORM,NORM
7dddfe0f	信用中国,郑州市巨领袖集团	POS,POS
c94aa580	dna,微软,dna技术,技术	NORM,POS,NORM,POS
6f7a401c	hbo,权力的游戏	POS,POS
626187b5	注销,手机号,欠费	NORM,NORM,NORM
80cf7e5e	苏大强,都挺好	POS,POS
c1b10bbc	时代,马斯克,电动车	POS,POS,POS
a755a557	支付宝,云闪付,信用卡	POS,NORM,NORM
241c459c	黄翠,怀孕,萧正楠,tvb,结婚	POS,NORM,POS,NEG,NORM
a8311620	拼多多,搜索,推广渠道	NORM,NORM,NORM
7c80e180	材料,海绵,木头,4d打印材料,智能材料	NORM,NORM,NORM,NORM,NORM
8e7726e4	香港,香港公司,注册香港公司	NORM,NORM,NORM
96f0f677	冯提莫,凤凰	POS,POS
7edabb70	艾伦,王智,人间·喜剧,潘斌龙	POS,POS,POS,POS
55d6d6ca	刘昆,减税降费,财政部	POS,POS,POS
592638b9	苏有朋,林心如,珠格格	POS,POS,POS
ee57a21c	收益,银行,理财,大额存单,银行理财	NORM,NORM,NORM,NORM,NORM
5167f1e7	诺基亚,拍照性能,售价,海报,曝光	POS,POS,NORM,POS,POS
221a4b7a	信用中国	POS
e155bc27	破碎机,送机,碎机,输送机,设备,分机,采石场	NORM,NORM,NORM,NORM,NORM,NORM,NORM
ea261ce7	5g,速度,房子	POS,NORM,NORM
99c661e7	冯绍峰,赵丽颖	POS,POS
7221729e	创业邦	POS
b1e37943	远程守护,诈骗,老年人,coloros	POS,NEG,NEG,POS
f1ef8b58	数据,大数据,哈尔滨,基地,创业,商务厅,黑龙江省	POS,POS,POS,POS,POS,POS,POS
ada4ada6	华为,p30,官方,预售	POS,POS,POS,POS
30ecc425	俄罗斯,美国,战舰,卫星	POS,NEG,NORM,POS
2653d763	战斗机	NORM
6c682d47	中国,诺亚财富,2019高端财富白皮书,投资房产	POS,POS,POS,POS
8fcf8b8e	腾讯,财报,公司,云服务	POS,POS,POS,POS
c1b203fc	潘长江,中戏,导演	POS,NEG,NEG
7885c026	iphone,苹果,iphone11,刘海儿	NORM,POS,POS,POS
4c9ab4af	光伏发电,设备	POS,POS
005cd2d7	毅昌股份,货款,上市公司	NORM,NORM,NORM
6328b434	饭店,营销,莉莉	NORM,NORM,POS
fa5b055e	晋商消费金融,元宝e,元宝e家,网贷	POS,POS,NORM,NORM
23e5f400	reno,oppo,沈义人,微博	POS,POS,POS,POS
8de00e78	苹果,公司,苹果公司,新专利,有毒气体	NORM,NORM,NORM,NORM,NORM
16b16c00	区块链,块链,越南,东南亚,beecast,fubt,越南区块链,始人	POS,POS,POS,POS,POS,POS,POS,POS
c93eb5ec	华为p30 pro,华为p30,谍照	POS,POS,POS
afbb3570		
b8a8ce9e	大宋北斗司,发博	POS,POS
ab116a42	美国,产能,发电新动力,太阳能	NEG,POS,POS,POS
a54d0ca8	airpower,苹果,供应链	POS,POS,NORM
81e156ad	墨尔本,悉尼	POS,POS
68803ab5	业内人士,a股,市场	POS,NORM,NORM
3eb1cb84	公司,苹果,苹果公司,市值,中国市场,库克	POS,NEG,POS,POS,POS,NORM
962b8786	阿利·伯克	POS
04c94586	iqoo,iphone	POS,POS
457bc7d5	利刃破冰,海报,影展版,香港国际影展	POS,POS,POS,POS
bc917eea	价格,现货,棉价,棉花	NORM,NORM,NORM,NORM
814570ba	管焊系统	NORM
e355ac7b	郭德刚,演员	POS,NORM
a495761e	残疾人,评委们	NORM,POS
87b6a0d2	青藏高原,灾难,青藏	POS,POS,NORM
a42a1d65	联化科技,响水爆炸事故,员工	NEG,NEG,NEG
308a2759	社会,技术	NORM,NORM
f909beb4	陶晶莹,天天向上	POS,POS
2c484bed	菲律宾,采购改革信号,信号	POS,POS,NORM
a2411463	嘎子哥,大人物,慕容云朵,云朵	POS,POS,POS,POS
874286ec	快男,华晨宇,重聚	NORM,POS,NORM
57b87d56	张雨绮	NEG
0527b4ab	阿里,大润发	NEG,NEG
524e0127	声屏障,难度,注意事项	NORM,NORM,NORM
26c12cde	叙利亚,沙特,恐怖主义	NEG,NEG,NEG
e38ecb55	阿富汗,美国,塔利班,盟友	NEG,NEG,NEG,NEG
a8f26b0e	苹果,发布会	POS,POS
3d1ad7e0	杨维勇,别墅,纱窗	POS,NORM,NORM
342064af	中国,马来西亚,欧盟,战机,马哈蒂尔	POS,POS,POS,NORM,POS
3206e44e	连衣裙,于春,小公主	POS,POS,POS
bdad68be	恒指,亏损,早评	NORM,NORM,NORM
66355a0e	范冰冰,天文	NEG,NEG
b18f23e8	天猫国际,超市	POS,POS
2c551bbb	新三板,净利润,挂牌	POS,POS,POS
d8c92b8a	周焯华,洗米嫂,陈慧玲,身份,公司,女主人,晚宴	POS,POS,POS,POS,POS,POS,POS
01170460	柴油发电机,柴油发电机组,安装	NORM,NORM,NORM
647044ce	业务,顺风清洁能源	NORM,POS
2a76c508	周海媚	POS
c23ed28c	邱淑贞,女儿	POS,POS
23972767	华为,系列	POS,POS
caf3af99	信用卡	NORM
9be354ed	airpods,无线耳机	POS,POS
5744ee91	晋中分行,动员	POS,POS
e6ca0bd5	中国,婆婆	POS,NORM
65617739	百仕达,港元,亏损,收益,控股,百仕达控股	NEG,NORM,NEG,NORM,NEG,POS
bcd4e750	材料,激光切割机,金属激光切割机,方法	NORM,NORM,NORM,NORM
605f8d10	人民币,市场,欧元,汇价	POS,NORM,POS,POS
efc4f6d0	姚晨,杨祐宁,郭京飞,大强,都挺好	POS,POS,POS,POS,POS
538d3eb0	波音,737max,航空,美国,飞行员,计划	POS,POS,NEG,NEG,POS,POS
a285f5fa	小米9,手机,小米	POS,POS,POS
212b7282	赵敏,张无忌,新倚天	POS,POS,POS
a99e7858	都挺好,粉底	POS,NORM
63252e87	pdf,文件,图片,pdf文件,网站,图片压缩	NORM,NORM,NORM,NORM,NORM,NORM
d5eb77e4	如涵控股,ipo,美元,纳斯达克	POS,POS,POS,POS
c5957a6c	每日互动,大数据,创业板,服务商	POS,POS,POS,POS
423242fb	王艳,拍戏,晴格格,晴格格王艳	POS,NORM,POS,POS
2ea659ff	youtube,bianews,彭博社,奈飞,亚马逊	POS,POS,POS,POS,POS
250a2102	tv,朝鲜电视台,kbs,张紫妍,代表,方正梧,通话,韩国	NEG,NEG,POS,POS,POS,POS,POS,NEG
23d557d7	换手率,次数	NORM,NORM
526d6b25	蔡徐坤	NEG
49af249e	固含量测定仪,冠亚wl-200型固含量测试仪,仪器	NORM,NORM,NORM
50108c30	仓储货架,产品	NORM,NORM
f0253917	宋智孝,韩国,深圳,限韩,限韩令	POS,NEG,POS,NORM,NORM
a7846aa3	苏大强,苏明成,郭京飞	POS,POS,POS
5cf9efa0	手臂,公司	POS,NORM
b27d9808	信贷政策,晋中分行,交通银行	POS,POS,POS
f652d41c	美团,美团买菜,kindle,五一	POS,POS,POS,POS
4998ab37	苹果,发布会,春季发布会,苹果春季发布会,北京	POS,POS,POS,POS,POS
90af53ff	行情,比特币	POS,NORM
c212ec5e	柯震东,网友,夜店	NEG,NEG,NEG
69b1b465	电池,废电池,价格,经销商,电池价格	NORM,NEG,NORM,NORM,NORM
e8d214ee	pivot fintech,新加坡金管局,金融	POS,POS,POS
1a7cb1fc	苹果,appstore,游戏付费订阅服务,彭博	POS,POS,POS,POS
53fd8b36	少年,写真,生日写真,酷帅,雅痞	POS,POS,POS,POS,POS
3e20ffd5	股市,美股,a股	NORM,NEG,NORM
51aa4f6f	朴海镇,中程	POS,POS
d7cc3836	科创板,概念股,集体,高开	POS,POS,POS,POS
96321739	佟丽娅	POS
8d3ab9fc	意大利	POS
d558a97e	白云山,王老吉,凉茶	POS,POS,NORM
810a6873	creditr,机器学习,代码,信用风险	NORM,POS,NORM,NORM
6f5c95b3	a股,建议	NORM,NORM
c77aca84	ims,艾瑞,ims新媒体商业集团	POS,POS,POS
fb3a2014	科创板	NORM
7c07533e	微盟,微信,财报,上市	POS,POS,POS,POS
ef8d1bbb	a股,政风,韩正	NORM,POS,POS
ea4eaf99	炒股,民间,佛祖	NORM,NORM,POS
6a8f18a5	减持潮,股权质押风险,股东	NORM,NORM,NORM
b79b43a1	非法集资,全网,最高检	NORM,NORM,POS
8a070711	利率,三战,世界观	NORM,NORM,NORM
54e859ea	金融业,金融风险,易纲,国务院	NORM,NORM,POS,POS
a838d6d5	中间体,染料行业,厂家	NORM,NORM,NORM
3f6e0c2e	创新之路,美的集团,中国家电	NORM,POS,NORM
40659ba3	区块链,数字资产,万向区块链,肖风,全球峰会,数字资产全球峰会,董事长	POS,POS,POS,POS,POS,POS,POS
e244ec0f	a股,张夏,招商证券,新一轮,熊牛转折	POS,POS,POS,POS,POS
6ae6f84c	阿里,聚划算,渠道,马云	POS,POS,NORM,POS
b105e99d	李书福,民营企业,张洋	NEG,NORM,POS
1f7a0833	华为,小米,服务,联发科,后服务,产品质量	POS,POS,NORM,POS,NORM,NORM
059d8078	长租公寓	NEG
0c6e19b3	信大捷安,华为,科创板,ipo	POS,POS,POS,POS
323a9fcb	赵一,ceo,总裁,雷帝,ff,贾跃亭	POS,POS,POS,POS,NORM,POS
07a0f374	微星,主板,amd,intel	POS,POS,NORM,POS
27ea8294	附股,国企,改革	NORM,NORM,NORM
12817b70	云南白药,牙膏,瓶颈	NEG,NEG,NEG
5fe1feb0	3·21,响水,响水爆炸	POS,POS,NORM
cf69e383	特朗普,美国,通俄门	NEG,NEG,NEG
45636e75	董卿,倪萍,声临其境,刘敏涛	POS,POS,POS,POS
d926dd9b	经济,收益率,美债,美国,美债收益率,美国经济,指标	NEG,NEG,NEG,NEG,NEG,NEG,NEG
a2c2d27f	科创板	NORM
bd2607ac	发票,刘某,收购,农产品,公司,甲公司,坐地	NORM,NEG,NORM,NORM,NORM,NORM,NORM
1e84f635	携号转网,马燕	POS,POS
c1d33f60	金贤,金贤重,张紫妍,女友,韩国	NEG,POS,NEG,NORM,NEG
0ddf1fda	短视频,电商,短视频+,多元,版权	POS,POS,POS,POS,NORM
d331a5b8	股票,种类,股市,股民	NORM,NORM,NORM,NORM
275025e3	区块链,ccbn,百家	POS,POS,POS
e4d52775	群演公社,演员,许文广,广州,广州站,高亚麟,青岛东方影	POS,POS,POS,POS,POS,POS,POS
7c837ea8	净利,长江商报,郑玮	NEG,NORM,POS
60db1656	柳如,秦淮河,柳如是	POS,POS,POS
89723174	总统,美国,美国总统,专机	NORM,NEG,NORM,NORM
9fd506b5	苏大强,朋友圈,理财	POS,NORM,NORM
b636d552	业务,奥哲网络,低代码平台,b轮融资	POS,POS,POS,POS
39c81c06	走势,捂股,高阴量炮	NORM,NORM,POS
fc79d846	美国,日裔	NEG,NEG
86cd92e6	热电阻,温度传感器	NORM,NORM
0668df41	宝龙地产	POS
2c2ed385	顾客,咖啡馆,居民区,家常	NORM,POS,POS,POS
43f27df0	macd,买卖,战法,买卖点,macd+kdj,卖点,散户,xincaijing	NORM,NORM,NORM,NORM,NORM,NORM,NORM,NORM
7bf16955	页岩油,美国,成本,埃克森,石油,油价	NEG,NEG,NORM,POS,NORM,NORM
2c929d95	ipad	POS
daa554ff	九城,纳斯达克,贾跃亭,ff,朱骏,许家印	POS,POS,POS,POS,POS,POS
6269f9dd	电动车,市场监管总局	NORM,NORM
51fd9c02	川酒,金花,六朵金花,川酒振兴,三度,线图	POS,POS,POS,POS,POS,POS
b5c209dd	诺基亚,ff,贾跃亭,索尼,楼市	NEG,NEG,POS,NEG,NORM
e095bacd	期权,日轮,50etf,50etf期权,行情	NORM,NORM,NORM,NORM,NORM
43ed2024	波西米亚狂想曲,收割机	POS,POS
5fad932d	长下影线战法,k线	NORM,NORM
24e26a99	无锡	POS
b09c281e	作权,胜利	POS,NEG
9a12a4c5	移民	POS
5bf3ca68	科创板,上所,上交所	POS,POS,POS
21ffd477	黄金,美元,走势,多头	NORM,NEG,NORM,NORM
11b6b0be	市场,黄金,美联储,短期	NORM,NORM,NEG,NORM
59aec48f	都挺好,父母,子女	POS,NORM,NORM
3d5c9c8f	ai,经验,活动	POS,NORM,NORM
27b5b86f	林心如,都挺好,闺蜜,电视剧	POS,POS,POS,POS
1ab3a33f	招商证券,配股,钓鱼游戏	POS,NORM,POS
22d0742b	金融,高新区,民营企业,政银保担企	POS,POS,POS,POS
8167bdfa	亚马逊,卖家,跨境电商	NORM,NORM,NORM
415ce76c	银根,破产,企业	NORM,POS,POS
9652f7c3	股市,资产,诀窍	NORM,NORM,NORM
019c6ff6	加拿大,枫叶卡,华人,海关,新规	NEG,NORM,NEG,NORM,POS
6e018330	数据,武汉科前,财务数据,科创板	POS,NEG,NORM,POS
65552397	摩尔多瓦,欧盟	POS,NORM
0318bc28	技术,资金	NORM,NORM
26b8cb5d	华为,华为p30,谍照,开箱,系列,专卖店,真机,卖店,新机,验机	POS,POS,POS,POS,POS,POS,POS,POS,POS,POS
5b756b07	铁矿石,巨头,铁矿	NORM,NORM,NORM
27db0ada	俄罗斯,美军,黑海,病毒,军舰	NEG,NEG,NEG,NEG,NEG
a18da486	美国,股市,避险情绪	NEG,NORM,NORM
27a4fe15	李兆基,弟弟,李嘉诚,富豪,千亿富豪	POS,POS,POS,POS,POS
9c0b9548	b轮融资	POS
4d35f539	袁伟豪,tvb,玻璃	POS,POS,POS
4428be63	s10,三星,小屏旗舰,图赏	POS,POS,POS,POS
5e54c4d2	布局,房企,绿地集团,养老领域	POS,POS,POS,POS
93cd5465	饲料,质量,颗粒饲料水分快速测定仪,厂家	NORM,NORM,NORM,NORM
ee25f546	中美贸易,减税政策,pmi	NORM,POS,POS
58430970	a股,私募	NORM,NORM
56d7ba46	宁夏,宁夏企业家协会,优化营商环境	POS,POS,POS
fe2ee78e	铁饭碗,金饭碗	NORM,NORM
5cc9e344	5g,真4k,5g+,中国移动咪咕	POS,POS,POS,POS
a8423705	赵薇,江疏影,疏影	POS,POS,POS
63cb5489	黄海波,柯震东	NEG,NEG
7190ae0b	车牌,香港,港元,身家,地产神童,阿里	POS,POS,POS,POS,POS,NEG
4333fc6d	被动投资,中国,股指基金,牛市	NORM,NEG,NORM,NEG
abacfd87	庄睿,菲菲,秦萱冰,黄金瞳,秦宣冰	POS,NEG,POS,POS,POS
fbae2086	哈里,威廉,梅根,威廉王子,哥哥,英国	POS,POS,POS,POS,POS,NEG
4a05b59a	法国,马克龙,黄背心,背心,巴黎,军队	NEG,NEG,POS,POS,NEG,POS
d8d50dc2	老师·好,于谦,票房,相声	POS,POS,NORM,POS
6a4dc952	精灵怪物,精灵怪物：疯狂之旅	POS,POS
8fc6d8ed	pdf-xchanger viewer	POS
af2ca2fe	大道取财,行情,大道	NORM,NORM,POS
72851f6d	餐饮,餐饮业	NORM,NORM
62c4b840	大圣归来,小孩,投资	POS,POS,POS
f0598d8a	火星,文明,核战,cia,星球	NORM,NORM,NORM,NORM,POS
7a73708c	日本,天皇,明仁天皇	POS,NEG,NEG
a41c3933	养老,跨代住房共享,风口	POS,POS,NORM
